id, acces_services _ Ville_q1, acces_services _ Ville_q2_1, acces_services _ Ville_q2_2, acces_services _ Ville_q2_3, acces_services _ Ville_q2_4, acces_services _ Ville_q2_5,acces_services _ Ville_q2_6, acces_services _ Ville_q2_7, acces_services _ Ville_q2_8, acces_services _ Ville_q3, acces_services _ Ville_q4, acces_services _ Ville_q5, acces_services _ Ville_q6_1, acces_services _ Ville_q6_2, acces_services _ Ville_q6_3, acces_services _ Ville_q6_4, acces_services _ Ville_q6_5, acces_services _ Ville_q6_6, acces_services _ Ville_q6_7, acces_services _ Ville_q7_1, acces_services _ Ville_q7_2, acces_services _ Ville_q7_3, acces_services _ Ville_q7_4, acces_services _ Ville_q7_5, acces_services _ Ville_q8_1, acces_services _ Ville_q8_2, acces_services _ Ville_q8_3, acces_services _ Ville_q8_4, acces_services _ Ville_q8_5, acces_services _ Ville_q9,milieu_et_qualite_ de_vie_q10_1,milieu_et_qualite_de_vie_q10_2,milieu_et_qualite_ de_vie_q10_3,milieu_et_qualite_de_vie_q10_4,milieu_et_qualite_de_vie_q10_5,milieu_et_qualite_de_vie_q10_6,milieu_et_qualite_de_vie_q10_7,milieu_et_qualite_de_vie_q10_8,milieu_et_qualite_de_vie_q10_9,milieu_et_qualite_de_vie_q11_1,milieu_et_qualite_de_vie_q11_2,milieu_et_qualite_de_vie_q11_3,milieu_et_qualite_de_vie_q11_4,milieu_et_qualite_de_vie_q11_5,milieu_et_qualité_de_vie_q11_6,milieu_et_qualite_de_vie_q11_7,milieu_et_qualite_de_vie_q11_8,milieu_et_qualite_de_vie_q12,securité_dans_espace_public_q13,securité_dans_espace_public_q14_1,securité_dans_espace_public_q14_2,securité_dans_espace_public_q14_3,securité_dans_espace_public_q14_4,securité_dans_espace_public_q14_5,securité_dans_espace_public_q14_6,securité_dans_espace_public_q14_7,securité_dans_espace_public_q14_8,securité_dans_espace_public_q14_9,securité_dans_espace_public_q14_10,securité_dans_espace_public_q14_11,securité_dans_espace_public_q15_1,securité_dans_espace_public_q15_2,securité_dans_espace_public_q15_3,securité_dans_espace_public_q15_4,securité_dans_espace_public_q15_5,securité_dans_espace_public_q15_6,securité_dans_espace_public_q15_7,securité_dans_espace_public_q15_8,securité_dans_espace_public_q15_9,securité_dans_espace_public_q16,securité_dans_espace_public_q17_1,securité_dans_espace_public_q17_2,securité_dans_espace_public_q17_3,securité_dans_espace_public_q17_4,securité_dans_espace_public_q17_5,securité_dans_espace_public_q17_6,securité_dans_espace_public_q17_7,securité_dans_espace_public_q17_8,securité_dans_espace_public_q17_9,securité_dans_espace_public_q18,participation_citoyenne_q19,participation_citoyenne_q20,participation_citoyenne_q21_1,participation_citoyenne_q21_2,participation_citoyenne_q21_3,participation_citoyenne_q21_4,participation_citoyenne_q21_5,participation_citoyenne_q21_6,participation_citoyenne_q21_7,piste_action_q22_1,piste_action_q22_2,piste_action_q22_3,piste_action_q22_4,piste_action_q22_5,piste_action_q22_6,piste_action_q22_7,piste_action_q22_8,piste_action_q22_9,piste_action_q22_10,piste_action_q23_1,piste_action_q23_2,piste_action_q23_3,piste_action_q23_4,piste_action_q23_5,piste_action_q23_6,piste_action_q23_7,piste_action_q23_8,profil_q25,profil_q26,profil_q27,profil_q28,profil_q29,profil_q30,profil_q31,profil_q32,profil_q33,profil_q34,profil_q35,profil_q36,profil_q37,interet_participer_groupe_discussion_q38,interet_participer_groupe_discussion_q40
11,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Une fois par semaine ou plus,Plutôt en accord,Plutôt en accord,,,,,,,Ligne téléphonique 311,Je ne sais pas,Oui,Je ne sais pas,Oui,Non,Non,Non,Non,Non,Oui,Plutôt en accord,Au travail,,,Dans les transports en commun,,,,,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Tout à fait en accord,Plutôt en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,,,,Transport en commun,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,Je ne voulais pas devoir faire mon «coming out»,J’ai pensé que ce serait sans effet,,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,,Manque de temps,,,,8,5,6,4,1,7,9,2,10,3,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par le biais d’un organisme ou d’une association,4 à 10 ans,25 à 34 ans,Femme,Non,Pansexuelle,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2R,60 000 $ à 79 999 $,Non,
12,Oui,Bibliothèques municipales,Bureaux Accès Montréal,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Une fois par semaine ou plus,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Plutôt en accord,Au travail,,,Dans les transports en commun,À l'école ou dans une institution académique,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Oui,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,Autre,,Transport en commun,,,,Événement extérieur,Rue ou ruelle,Parc ou terrain de sports,Commerce,,Non,,J’ai pensé que c’était un acte trop banal,J’ai eu peur des représailles,,Je ne voulais pas revivre le moment,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,Horaires inadéquats,,Manque de confiance dans le processus,,,2,6,8,3,5,9,7,4,10,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,4 à 10 ans,25 à 34 ans,Femme,Non,Bisexuelle,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2L,50 000 $ à 59 999 $,Oui,Non
13,Oui,,,,,,Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Quelques fois par année,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Non,Non,Non,Oui,Non,Je ne sais pas,Non,Non,Non,Oui,Plutôt en accord,,,Dans la recherche d'un emploi,,À l'école ou dans une institution académique,,,,,Tout à fait en accord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en accord,Tout à fait en désaccord,Plutôt en désaccord,Tout à fait en accord,Plutôt en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,Agression physique (ex.: geste portant atteinte à l’intégrité physique),,,,,Regard insistant,Autre,,,,,,Événement extérieur,Rue ou ruelle,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,Manque de temps,Manque de confiance dans le processus,,,1,7,2,4,10,6,3,5,9,8,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),4 à 10 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2L,60 000 $ à 79 999 $,Non,
14,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,,,Une fois par semaine ou plus,Plutôt en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",,,,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Plutôt en désaccord,Au travail,Dans la recherche d'un logement,Dans la recherche d'un emploi,Dans les transports en commun,,,,Autre,,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,Transport en commun,,,,,,,Commerce,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,,,Manque de temps,,,,4,9,2,6,7,3,5,8,10,1,,"À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par une personne de mon entourage,1 à 3 ans,35 à 44 ans,Genderfluid ou fluide dans le genre,Oui,Pansexuelle,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2P,40 000 $ à 49 999 $,Non,
15,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en désaccord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Non,Je ne sais pas,Oui,Non,Je ne sais pas,Je ne sais pas,Non,Non,Oui,Non,Tout à fait en accord,Au travail,,,,,,,,,Plutôt en désaccord,,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en accord,,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,,J’ai eu peur des représailles,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,,Manque de confiance dans le processus,,,3,5,7,10,6,4,9,2,8,1,"À travers l’art (mural, festival, etc.)",,,,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par le biais d’un organisme ou d’une association,Plus de 20 ans,55 à 64 ans,Genderqueer ou non-conforme dans le genre,Non,Queer,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2G,40 000 $ à 49 999 $,Non,
16,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",,,,Non,Non,Non,Non,Je ne sais pas,Oui,Oui,Oui,Oui,Oui,Plutôt en désaccord,,Dans la recherche d'un logement,,Dans les transports en commun,,,,Autre,,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en accord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Tout à fait en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,Agression physique (ex.: geste portant atteinte à l’intégrité physique),"Agression sexuelle (ex.: acte sexuel non consenti, avec ou sans violence)",Menace de violence physique,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,Autre,,Transport en commun,,,Centre sportif ou communautaire,Événement extérieur,Rue ou ruelle,Parc ou terrain de sports,Commerce,,Non,Ce n’était pas un acte réprimé par la loi,,,Je ne savais pas à qui porter plainte,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,Manque de temps,Manque de confiance dans le processus,,,10,3,2,8,1,5,4,9,6,7,,,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,,,Site web de la Ville,Plus de 20 ans,35 à 44 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Anglais ,Non,Oui,Non,h4g,Moins de 5 000 $,Oui,Non
17,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Une fois par semaine ou plus,Tout à fait en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Non,Oui,Oui,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, rarement",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,,,,,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,1,4,10,7,8,9,5,6,3,2,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par une personne de mon entourage,11 à 20 ans,15 à 24 ans,Homme,Je préfère ne pas répondre,Bisexuelle,Secondaire,Français ,Non,Non,Non,H1k,60 000 $ à 79 999 $,Non,
18,Oui,Bibliothèques municipales,,,,,,,,De une à trois fois par mois,Tout à fait en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Je ne sais pas,Je ne sais pas,Non,Oui,Oui,Je ne sais pas,Oui,Je ne sais pas,Je ne sais pas,Je ne sais pas,Plutôt en désaccord,,,,,À l'école ou dans une institution académique,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, souvent","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,Transport en commun,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,,,,,,,,,,Oui,Non,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,,,,,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,10,6,1,7,8,4,9,2,3,5,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par une personne de mon entourage,11 à 20 ans,15 à 24 ans,Non-binaire,Je préfère ne pas répondre,Queer,Primaire,Français ,Non,Non,Non,H1T,20 000 $ à 29 999 $,Non,
19,Non,,,,,,,,,Moins d'une fois par année,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Oui,Non,Oui,Oui,Je ne sais pas,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,9,10,3,8,6,7,1,2,4,5,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Site web de la Ville,11 à 20 ans,15 à 24 ans,Femme,Non,Bisexuelle,Primaire,Français ,Non,Non,Non,H1Y,"100 000 $ à 149,999 $",Non,
20,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,,Jardins communautaires,,Une fois par semaine ou plus,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Oui,"Non, jamais",,,,,,,,,Regard insistant,,,Transport en commun,,,,Événement extérieur,Rue ou ruelle,,Commerce,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,,,,Aucun,2,1,3,6,7,4,8,9,10,5,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,,À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,4 à 10 ans,25 à 34 ans,Femme,Non,Lesbienne,Universitaire - cycles supérieurs,Français ,Non,Oui,Non,H4G,80 000 $ à 99 999 $,Oui,Non
21,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Tout à fait en accord,Tout à fait en accord,Oui,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Aucun,5,7,8,10,9,6,4,3,2,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par une personne de mon entourage,Plus de 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Non,Non,H2K,80 000 $ à 99 999 $,Oui,Non
22,Oui,,Bureaux Accès Montréal,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",,Jardins communautaires,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,Dans les transports en commun,,,,,,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en désaccord,Plutôt en accord,Tout à fait en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,Transport en commun,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,,,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,Horaires inadéquats,Manque de temps,,,,10,3,5,9,8,1,7,6,2,4,,,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,,,Page Facebook de la Ville,1 à 3 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,h3c,"100 000 $ à 149,999 $",Oui,Non
23,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Une fois par semaine ou plus,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Non,"Oui, souvent","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,,,,Regard insistant,,,,,,,Événement extérieur,,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Je préfère ne pas répondre,,,,,,,,,,,Oui,Non,,,Horaires inadéquats,Manque de temps,,,,1,2,8,3,7,10,6,5,9,4,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Twitter,11 à 20 ans,15 à 24 ans,Femme,Non,Bisexuelle,Secondaire,Vietnamien ,Oui,Oui,Non,H4R,5 000 $ à 9 999 $,Non,
24,Non,,,,,,,,,Jamais,,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Oui,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,Aucun,10,9,8,6,7,4,5,1,2,3,,,,À travers des événements soutenus par la Ville,,,,,Site web de la Ville,Moins d’un an,65 à 74 ans,Non-binaire,Non,Je préfère ne pas répondre,Secondaire,Grec ,Non,Oui,Non,Je n’ai pas de domicile fixe,10 000 $ à 14 999 $,Non,
25,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Non,Non,Oui,Oui,Je ne sais pas,Je ne sais pas,Oui,Non,Non,Plutôt en accord,Au travail,,,,,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en accord,Non,"Oui, quelquefois",,Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,,Commerce,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Oui,Non,,,,Manque de temps,Manque de confiance dans le processus,,,3,9,1,4,2,6,5,7,10,8,,,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,11 à 20 ans,35 à 44 ans,Non-binaire,Non,Bisexuelle,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H1Y,80 000 $ à 99 999 $,Non,
26,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Non,Oui,Je ne sais pas,Je ne sais pas,Oui,Oui,Oui,Je ne sais pas,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,,,Bibliothèque municipale ou Maison de la culture,,,,Parc ou terrain de sports,Commerce,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,Manque de temps,,,,2,1,3,8,5,4,7,6,10,9,"À travers l’art (mural, festival, etc.)",,,À travers des événements soutenus par la Ville,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,Moins d’un an,15 à 24 ans,Genderqueer ou non-conforme dans le genre,Oui,Queer,Secondaire,Français ,Non,Non,Non,Je n’ai pas de domicile fixe,5 000 $ à 9 999 $,Non,
